xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdmxyzinterpolation,xyzdcxyzsurvname,xyzdmxyzcomparability,xyzdmxyzcomparable_spell,xyzdpxyzsi_pov_gini,xyzdpxyzsi_pov_theil,xyzdcxyzpppyear
IRQ,2006,CONS,N,FALSE,IHSES,0,2006-2012,.2860061,.1449614,2017
IRQ,2012,CONS,N,FALSE,IHSES,0,2006-2012,.2954186,.1509719,2017
ISL,2003,INC,N,FALSE,EU-SILC,0,2003-2017,.2683604,.1394026,2017
ISL,2004,INC,N,FALSE,EU-SILC,0,2003-2017,.2798214,.163766,2017
ISL,2005,INC,N,FALSE,EU-SILC,0,2003-2017,.2900245,.1743951,2017
ISL,2006,INC,N,FALSE,EU-SILC,0,2003-2017,.3024515,.1875371,2017
ISL,2007,INC,N,FALSE,EU-SILC,0,2003-2017,.2947096,.1719148,2017
ISL,2008,INC,N,FALSE,EU-SILC,0,2003-2017,.3178928,.2078387,2017
ISL,2009,INC,N,FALSE,EU-SILC,0,2003-2017,.2865641,.1565617,2017
ISL,2010,INC,N,FALSE,EU-SILC,0,2003-2017,.2617162,.1338309,2017
ISL,2011,INC,N,FALSE,EU-SILC,0,2003-2017,.268308,.1342018,2017
ISL,2012,INC,N,FALSE,EU-SILC,0,2003-2017,.2676943,.133274,2017
ISL,2013,INC,N,FALSE,EU-SILC,0,2003-2017,.2540292,.1182917,2017
ISL,2014,INC,N,FALSE,EU-SILC,0,2003-2017,.2780042,.1710858,2017
ISL,2015,INC,N,FALSE,EU-SILC,0,2003-2017,.2678797,.1431035,2017
ISL,2016,INC,N,FALSE,EU-SILC,0,2003-2017,.272411,.1491692,2017
ISL,2017,INC,N,FALSE,EU-SILC,0,2003-2017,.2613158,.1330542,2017
ISR,1979,INC,N,FALSE,HES-LIS,0,1979-2021,.3632998,.2285389,2017
ISR,1986,INC,N,FALSE,HES-LIS,0,1979-2021,.3649054,.2259625,2017
ISR,1992,INC,N,FALSE,HES-LIS,0,1979-2021,.3550725,.2198448,2017
ISR,1997,INC,N,FALSE,HES-LIS,0,1979-2021,.3809711,.2542139,2017
ISR,2001,INC,N,FALSE,HES-LIS,0,1979-2021,.3894766,.2692547,2017
ISR,2002,INC,N,FALSE,HES-LIS,0,1979-2021,.3955942,.2698542,2017
ISR,2003,INC,N,FALSE,HES-LIS,0,1979-2021,.4072257,.2894537,2017
ISR,2004,INC,N,FALSE,HES-LIS,0,1979-2021,.414563,.2955801,2017
ISR,2005,INC,N,FALSE,HES-LIS,0,1979-2021,.4226762,.3190728,2017
ISR,2006,INC,N,FALSE,HES-LIS,0,1979-2021,.4155532,.3037061,2017
ISR,2007,INC,N,FALSE,HES-LIS,0,1979-2021,.4109863,.2899586,2017
ISR,2008,INC,N,FALSE,HES-LIS,0,1979-2021,.4164268,.2990293,2017
ISR,2009,INC,N,FALSE,HES-LIS,0,1979-2021,.4263395,.3367008,2017
ISR,2010,INC,N,FALSE,HES-LIS,0,1979-2021,.4255947,.3373237,2017
ISR,2011,INC,N,FALSE,HES-LIS,0,1979-2021,.4144416,.2991976,2017
ISR,2012,INC,N,FALSE,HES-LIS,0,1979-2021,.413022,.2984471,2017
ISR,2013,INC,N,FALSE,HES-LIS,0,1979-2021,.3987053,.2793789,2017
ISR,2014,INC,N,FALSE,HES-LIS,0,1979-2021,.3975749,.2698146,2017
ISR,2015,INC,N,FALSE,HES-LIS,0,1979-2021,.3971953,.274417,2017
ISR,2016,INC,N,FALSE,HES-LIS,0,1979-2021,.3901302,.2565063,2017
ISR,2017,INC,N,FALSE,HES-LIS,0,1979-2021,.3820207,.2460727,2017
ISR,2018,INC,N,FALSE,HES-LIS,0,1979-2021,.3857718,.2561416,2017
ISR,2019,INC,N,FALSE,HES-LIS,0,1979-2021,.3828222,.2485258,2017
ISR,2020,INC,N,FALSE,HES-LIS,0,1979-2021,.3777356,.2383369,2017
ISR,2021,INC,N,FALSE,HES-LIS,0,1979-2021,.3789385,.2444027,2017
ITA,1977,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3400661,.2036913,2017
ITA,1978,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3327845,.2018226,2017
ITA,1979,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3326154,.1958,2017
ITA,1980,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3289927,.2104048,2017
ITA,1981,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3157181,.1752669,2017
ITA,1982,INC,N,FALSE,SHIW-LIS,0,1977-2002,.2923156,.1444774,2017
ITA,1983,INC,N,FALSE,SHIW-LIS,0,1977-2002,.2976722,.1523681,2017
ITA,1984,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3133436,.1671581,2017
ITA,1986,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3116282,.1699854,2017
ITA,1987,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3418275,.2000152,2017
ITA,1989,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3210614,.1816786,2017
ITA,1991,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3105199,.1676731,2017
ITA,1993,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3509065,.2160345,2017
ITA,1995,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3521317,.2195161,2017
ITA,1998,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3666079,.2547706,2017
ITA,2000,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3525281,.2256068,2017
ITA,2002,INC,N,FALSE,SHIW-LIS,0,1977-2002,.347038,.2136379,2017
ITA,2003,INC,N,FALSE,EU-SILC,1,2003-2021,.3493131,.2307519,2017
ITA,2004,INC,N,FALSE,EU-SILC,1,2003-2021,.3429511,.2233086,2017
ITA,2005,INC,N,FALSE,EU-SILC,1,2003-2021,.3383361,.2081124,2017
ITA,2006,INC,N,FALSE,EU-SILC,1,2003-2021,.336974,.2071927,2017
ITA,2007,INC,N,FALSE,EU-SILC,1,2003-2021,.3289074,.1979787,2017
ITA,2008,INC,N,FALSE,EU-SILC,1,2003-2021,.337701,.2090738,2017
ITA,2009,INC,N,FALSE,EU-SILC,1,2003-2021,.3383577,.2108853,2017
ITA,2010,INC,N,FALSE,EU-SILC,1,2003-2021,.3472131,.2281888,2017
ITA,2011,INC,N,FALSE,EU-SILC,1,2003-2021,.3505721,.2257964,2017
ITA,2012,INC,N,FALSE,EU-SILC,1,2003-2021,.3515561,.2346286,2017
ITA,2013,INC,N,FALSE,EU-SILC,1,2003-2021,.3491185,.2196076,2017
ITA,2014,INC,N,FALSE,EU-SILC,1,2003-2021,.3465733,.2171012,2017
ITA,2015,INC,N,FALSE,EU-SILC,1,2003-2021,.3539744,.2269546,2017
ITA,2016,INC,N,FALSE,EU-SILC,1,2003-2021,.3524625,.2281567,2017
ITA,2017,INC,N,FALSE,EU-SILC,1,2003-2021,.35928,.2360661,2017
ITA,2018,INC,N,FALSE,EU-SILC,1,2003-2021,.3522257,.2209216,2017
ITA,2019,INC,N,FALSE,EU-SILC,1,2003-2021,.3458725,.2125191,2017
ITA,2020,INC,N,FALSE,EU-SILC,1,2003-2021,.3524422,.2194365,2017
ITA,2021,INC,N,FALSE,EU-SILC,1,2003-2021,.3484755,.2224844,2017
JAM,1988,CONS,N,FALSE,SLC,0,1988-1993,.4315503,,2017
JAM,1990,CONS,N,FALSE,SLC,1,1990-2004,.4111373,.3134701,2017
JAM,1993,CONS,N,FALSE,SLC,0,1988-1993,.3567342,,2017
JAM,1996,CONS,N,FALSE,SLC,1,1990-2004,.403949,.3205957,2017
JAM,1999,CONS,N,FALSE,SLC,1,1990-2004,.440802,.3819246,2017
JAM,2002,CONS,N,FALSE,SLC,1,1990-2004,.4831596,.4610464,2017
JAM,2004,CONS,N,FALSE,SLC,1,1990-2004,.4545747,.3889201,2017
JAM,2018,CONS,N,FALSE,JSLC,2,2018-2021,.3563868,.2224595,2017
JAM,2021,CONS,N,FALSE,JSLC,2,2018-2021,.4021027,.2838849,2017
JOR,1986,CONS,N,FALSE,HEIS,0,1986-1997,.3606143,,2017
JOR,1992,CONS,N,FALSE,HEIS,0,1986-1997,.4336262,,2017
JOR,1997,CONS,N,FALSE,HEIS,0,1986-1997,.3642056,,2017
JOR,2002,CONS,N,FALSE,HEIS,1,2002,.3695461,.2497961,2017
JOR,2006,CONS,N,FALSE,HEIS,2,2006,.3385625,.2106942,2017
JOR,2008,CONS,N,FALSE,HEIS,3,2008-2010,.3257345,.1871315,2017
JOR,2010,CONS,N,FALSE,HEIS,3,2008-2010,.3365573,.2053708,2017
JPN,2008,INC,N,FALSE,JHPS-LIS,0,2008-2013,.3484232,.2122326,2017
JPN,2010,INC,N,FALSE,JHPS-LIS,0,2008-2013,.3210032,.1893798,2017
JPN,2013,INC,N,FALSE,JHPS-LIS,0,2008-2013,.3285473,.2036255,2017
KAZ,1996,CONS,N,FALSE,LSMS,1,1996,.3537831,.2108471,2017
KAZ,2001,CONS,N,FALSE,HBS,2,2001-2004,.3596476,.2261948,2017
KAZ,2002,CONS,N,FALSE,HBS,2,2001-2004,.3481114,.2143029,2017
KAZ,2003,CONS,N,FALSE,HBS,2,2001-2004,.3369148,.1975091,2017
KAZ,2004,CONS,N,FALSE,HBS,2,2001-2004,.3183876,.1816831,2017
KAZ,2005,CONS,N,FALSE,HBS,3,2005-2021,.3982604,.2774639,2017
KAZ,2006,CONS,N,FALSE,HBS,3,2005-2021,.3024386,.1750741,2017
KAZ,2007,CONS,N,FALSE,HBS,3,2005-2021,.3008406,.1712025,2017
KAZ,2008,CONS,N,FALSE,HBS,3,2005-2021,.2849644,.1481163,2017
KAZ,2009,CONS,N,FALSE,HBS,3,2005-2021,.2820887,.1422891,2017
KAZ,2010,CONS,N,FALSE,HBS,3,2005-2021,.2795451,.1387549,2017
KAZ,2011,CONS,N,FALSE,HBS,3,2005-2021,.2798384,.1371818,2017
KAZ,2012,CONS,N,FALSE,HBS,3,2005-2021,.2816882,.1384358,2017
KAZ,2013,CONS,N,FALSE,HBS,3,2005-2021,.2706543,.1301145,2017
KAZ,2014,CONS,N,FALSE,HBS,3,2005-2021,.2701586,.1341277,2017
KAZ,2015,CONS,N,FALSE,HBS,3,2005-2021,.2680367,.1343838,2017
KAZ,2016,CONS,N,FALSE,HBS,3,2005-2021,.2722532,.1319846,2017
KAZ,2017,CONS,N,FALSE,HBS,3,2005-2021,.2745028,.1334597,2017
KAZ,2018,CONS,N,FALSE,HBS,3,2005-2021,.2779287,.1380077,2017
KAZ,2019,CONS,N,FALSE,HBS,3,2005-2021,.2796828,.1397706,2017
KAZ,2020,CONS,N,FALSE,HBS,3,2005-2021,.2868392,.149971,2017
KAZ,2021,CONS,N,FALSE,HBS,3,2005-2021,.2919153,.1619324,2017
KEN,1992,CONS,N,FALSE,WMS-I,0,1992,.5746096,,2017
KEN,1994,CONS,N,FALSE,WMS-II,1,1994,.4310857,.377623,2017
KEN,1997,CONS,N,FALSE,WMS-III,2,1997,.4498308,.4077148,2017
KEN,2005,CONS,N,FALSE,IHBS,3,2005-2021,.4645292,.4474446,2017
KEN,2015,CONS,N,FALSE,IHBS,3,2005-2021,.4077577,.3164901,2017
KEN,2020,CONS,N,FALSE,KCHS,3,2005-2021,.3624645,.2329234,2017
KEN,2021,CONS,N,FALSE,KCHS,3,2005-2021,.3870376,.3028122,2017
KGZ,1998,INC,N,FALSE,KPMS,0,1998,.4637198,.4268038,2017
KGZ,2000,CONS,N,FALSE,HBS,1,2000-2003,.3103501,.162968,2017
KGZ,2001,CONS,N,FALSE,HBS,1,2000-2003,.3016398,.1547326,2017
KGZ,2002,CONS,N,FALSE,HBS,1,2000-2003,.3030239,.1552411,2017
KGZ,2003,CONS,N,FALSE,HBS,1,2000-2003,.2870865,.1401116,2017
KGZ,2004,CONS,N,FALSE,KIHS,2,2004-2021,.3477343,.2110431,2017
KGZ,2005,CONS,N,FALSE,KIHS,2,2004-2021,.3256143,.193668,2017
KGZ,2006,CONS,N,FALSE,KIHS,2,2004-2021,.3738124,.2663243,2017
KGZ,2007,CONS,N,FALSE,KIHS,2,2004-2021,.3391182,.202992,2017
KGZ,2008,CONS,N,FALSE,KIHS,2,2004-2021,.3145069,.1798725,2017
KGZ,2009,CONS,N,FALSE,KIHS,2,2004-2021,.2987491,.1638357,2017
KGZ,2010,CONS,N,FALSE,KIHS,2,2004-2021,.3013391,.1679797,2017
KGZ,2011,CONS,N,FALSE,KIHS,2,2004-2021,.2783986,.1404198,2017
KGZ,2012,CONS,N,FALSE,KIHS,2,2004-2021,.2735727,.1355631,2017
KGZ,2013,CONS,N,FALSE,KIHS,2,2004-2021,.2881548,.1486942,2017
KGZ,2014,CONS,N,FALSE,KIHS,2,2004-2021,.26819,.1334857,2017
KGZ,2015,CONS,N,FALSE,KIHS,2,2004-2021,.2899792,.166129,2017
KGZ,2016,CONS,N,FALSE,KIHS,2,2004-2021,.2678077,.1279788,2017
KGZ,2017,CONS,N,FALSE,KIHS,2,2004-2021,.2733501,.140316,2017
KGZ,2018,CONS,N,FALSE,KIHS,2,2004-2021,.2769033,.1422311,2017
KGZ,2019,CONS,N,FALSE,KIHS,2,2004-2021,.2970122,.1867133,2017
KGZ,2020,CONS,N,FALSE,KIHS,2,2004-2021,.2898927,.1521891,2017
KGZ,2021,CONS,N,FALSE,KIHS,2,2004-2021,.2879365,.1556985,2017
KIR,2006,CONS,N,FALSE,HIES,0,2006,.36973,.2525696,2017
KIR,2019,CONS,N,FALSE,HIES,1,2019,.278327,.1363375,2017
KOR,2006,INC,N,FALSE,HIES-FHES-LIS,0,2006-2016,.3170298,.1717956,2017
KOR,2008,INC,N,FALSE,HIES-FHES-LIS,0,2006-2016,.3232483,.17929,2017
KOR,2010,INC,N,FALSE,HIES-FHES-LIS,0,2006-2016,.3202122,.1769041,2017
KOR,2012,INC,N,FALSE,HIES-FHES-LIS,0,2006-2016,.3155805,.1715027,2017
KOR,2014,INC,N,FALSE,HIES-FHES-LIS,0,2006-2016,.311929,.1654266,2017
KOR,2016,INC,N,FALSE,HIES-FHES-LIS,0,2006-2016,.3140486,.1693352,2017
LAO,1992,CONS,N,FALSE,LECS,0,1992-2007,.3430977,.2212466,2017
LAO,1997,CONS,N,FALSE,LECS,0,1992-2007,.3489544,.2462809,2017
LAO,2002,CONS,N,FALSE,LECS,0,1992-2007,.3262011,.2034493,2017
LAO,2007,CONS,N,FALSE,LECS,0,1992-2007,.3536103,.2509553,2017
LAO,2012,CONS,N,FALSE,LECS,1,2012-2018,.3596355,.2419658,2017
LAO,2018,CONS,N,FALSE,LECS,1,2012-2018,.3880243,.2952797,2017
LBN,2011,CONS,N,FALSE,HBS,0,2011,.3183245,.174551,2017
LBR,2007,CONS,N,FALSE,CWIQ,0,2007,.3647774,.242304,2017
LBR,2014,CONS,N,FALSE,HIES,1,2014-2016,.3323788,.1921061,2017
LBR,2016,CONS,N,FALSE,HIES,1,2014-2016,.3526546,.2249743,2017
LCA,1995,INC,N,FALSE,LSMS,0,1995,.4258438,,2017
LCA,2015,CONS,N,FALSE,SLCHBS,1,2015,.4369342,.3433159,2017
LKA,1985,CONS,N,FALSE,LFSS,0,1985,.3246785,,2017
LKA,1990,CONS,N,FALSE,HIES,1,1990,.3244743,.2155691,2017
LKA,1995,CONS,N,FALSE,SES,2,1995,.3539954,.2373164,2017
LKA,2002,CONS,N,FALSE,HIES,3,2002-2019,.4017191,.3225957,2017
LKA,2006,CONS,N,FALSE,HIES,3,2002-2019,.3966902,.3254303,2017
LKA,2009,CONS,N,FALSE,HIES,3,2002-2019,.3605415,.2678708,2017
LKA,2012,CONS,N,FALSE,HIES,3,2002-2019,.3871361,.317204,2017
LKA,2016,CONS,N,FALSE,HIES,3,2002-2019,.3934577,.3216645,2017
LKA,2019,CONS,N,FALSE,HIES,3,2002-2019,.3766378,.2823008,2017
LSO,1986,CONS,N,FALSE,HBS,0,1986,.5601606,,2017
LSO,1994,CONS,N,FALSE,NHECS,1,1994,.6324037,.7743849,2017
LSO,2002,CONS,N,FALSE,HBS,2,2002,.5157492,.5049072,2017
LSO,2017,CONS,N,FALSE,CMSHBS,3,2017,.448797,.3569671,2017
LTU,2004,INC,N,FALSE,EU-SILC,3,2004-2021,.3702389,.2399042,2017
LTU,2005,INC,N,FALSE,EU-SILC,3,2004-2021,.3530221,.2186278,2017
LTU,2006,INC,N,FALSE,EU-SILC,3,2004-2021,.3441899,.2124879,2017
LTU,2007,INC,N,FALSE,EU-SILC,3,2004-2021,.3479719,.2234186,2017
LTU,2008,INC,N,FALSE,EU-SILC,3,2004-2021,.3573427,.2415331,2017
LTU,2009,INC,N,FALSE,EU-SILC,3,2004-2021,.3722599,.2500327,2017
LTU,2010,INC,N,FALSE,EU-SILC,3,2004-2021,.3361931,.198926,2017
LTU,2011,INC,N,FALSE,EU-SILC,3,2004-2021,.3249105,.1829712,2017
LTU,2012,INC,N,FALSE,EU-SILC,3,2004-2021,.3509868,.2191565,2017
LTU,2013,INC,N,FALSE,EU-SILC,3,2004-2021,.3531114,.2189637,2017
LTU,2014,INC,N,FALSE,EU-SILC,3,2004-2021,.3768144,.2643412,2017
LTU,2015,INC,N,FALSE,EU-SILC,3,2004-2021,.3737522,.2534063,2017
LTU,2016,INC,N,FALSE,EU-SILC,3,2004-2021,.3839121,.2762956,2017
LTU,2017,INC,N,FALSE,EU-SILC,3,2004-2021,.372897,.260407,2017
LTU,2018,INC,N,FALSE,EU-SILC,3,2004-2021,.3570781,.229517,2017
LTU,2019,INC,N,FALSE,EU-SILC,3,2004-2021,.3525315,.2272834,2017
LTU,2020,INC,N,FALSE,EU-SILC,3,2004-2021,.3595737,.2413283,2017
LTU,2021,INC,N,FALSE,EU-SILC,3,2004-2021,.3665741,.2512451,2017
LUX,1985,INC,N,FALSE,PSELL-LIS,0,1985-1993,.2629436,.1177996,2017
LUX,1986,INC,N,FALSE,PSELL-LIS,0,1985-1993,.2811276,.1470696,2017
LUX,1987,INC,N,FALSE,PSELL-LIS,0,1985-1993,.2954707,.1650555,2017
LUX,1988,INC,N,FALSE,PSELL-LIS,0,1985-1993,.288273,.1533041,2017
LUX,1989,INC,N,FALSE,PSELL-LIS,0,1985-1993,.3081434,.198471,2017
LUX,1990,INC,N,FALSE,PSELL-LIS,0,1985-1993,.2770192,.1372686,2017
LUX,1991,INC,N,FALSE,PSELL-LIS,0,1985-1993,.2717853,.1286243,2017
LUX,1992,INC,N,FALSE,PSELL-LIS,0,1985-1993,.273095,.128326,2017
LUX,1993,INC,N,FALSE,PSELL-LIS,0,1985-1993,.2704791,.1260148,2017
LUX,1994,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.2814787,.1389044,2017
LUX,1995,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.2830105,.1394824,2017
LUX,1996,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.2904337,.147755,2017
LUX,1997,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.2957325,.1543445,2017
LUX,1998,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.3060536,.1663984,2017
LUX,1999,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.3004106,.1605729,2017
LUX,2000,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.3010296,.1552691,2017
LUX,2001,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.3092632,.171197,2017
LUX,2002,INC,N,FALSE,SEP-SILC-LIS,2,2002,.3098299,.1757288,2017
LUX,2003,INC,N,FALSE,EU-SILC,3,2003-2021,.3018747,.1582492,2017
LUX,2004,INC,N,FALSE,EU-SILC,3,2003-2021,.301727,.1598526,2017
LUX,2005,INC,N,FALSE,EU-SILC,3,2003-2021,.3084081,.1681154,2017
LUX,2006,INC,N,FALSE,EU-SILC,3,2003-2021,.3094812,.171918,2017
LUX,2007,INC,N,FALSE,EU-SILC,3,2003-2021,.3113375,.1747936,2017
LUX,2008,INC,N,FALSE,EU-SILC,3,2003-2021,.3256154,.1942377,2017
LUX,2009,INC,N,FALSE,EU-SILC,3,2003-2021,.3119692,.1781825,2017
LUX,2010,INC,N,FALSE,EU-SILC,3,2003-2021,.3050438,.1644138,2017
LUX,2011,INC,N,FALSE,EU-SILC,3,2003-2021,.3205412,.1823322,2017
LUX,2012,INC,N,FALSE,EU-SILC,3,2003-2021,.3434715,.2305845,2017
LUX,2013,INC,N,FALSE,EU-SILC,3,2003-2021,.3203605,.1819208,2017
LUX,2014,INC,N,FALSE,EU-SILC,3,2003-2021,.3115832,.1739803,2017
LUX,2015,INC,N,FALSE,EU-SILC,3,2003-2021,.3292223,.1993268,2017
LUX,2016,INC,N,FALSE,EU-SILC,3,2003-2021,.3172798,.1788248,2017
LUX,2017,INC,N,FALSE,EU-SILC,3,2003-2021,.3451574,.2169709,2017
LUX,2018,INC,N,FALSE,EU-SILC,3,2003-2021,.3536809,.2326997,2017
LUX,2019,INC,N,FALSE,EU-SILC,3,2003-2021,.3424126,.2132395,2017
LUX,2020,INC,N,FALSE,EU-SILC,3,2003-2021,.3337364,.1900422,2017
LUX,2021,INC,N,FALSE,EU-SILC,3,2003-2021,.3273478,.191565,2017
LVA,2004,INC,N,FALSE,EU-SILC,2,2004-2021,.363935,.2596117,2017
LVA,2005,INC,N,FALSE,EU-SILC,2,2004-2021,.3898149,.2902185,2017
LVA,2006,INC,N,FALSE,EU-SILC,2,2004-2021,.3560277,.2260439,2017
LVA,2007,INC,N,FALSE,EU-SILC,2,2004-2021,.3746294,.2484213,2017
LVA,2008,INC,N,FALSE,EU-SILC,2,2004-2021,.3721427,.2507598,2017
LVA,2009,INC,N,FALSE,EU-SILC,2,2004-2021,.3595068,.2277495,2017
LVA,2010,INC,N,FALSE,EU-SILC,2,2004-2021,.3503441,.2145023,2017
LVA,2011,INC,N,FALSE,EU-SILC,2,2004-2021,.3577437,.2311459,2017
LVA,2012,INC,N,FALSE,EU-SILC,2,2004-2021,.3523769,.2213418,2017
LVA,2013,INC,N,FALSE,EU-SILC,2,2004-2021,.3550057,.2238594,2017
LVA,2014,INC,N,FALSE,EU-SILC,2,2004-2021,.3511523,.2203296,2017
LVA,2015,INC,N,FALSE,EU-SILC,2,2004-2021,.3420444,.2110052,2017
LVA,2016,INC,N,FALSE,EU-SILC,2,2004-2021,.3432963,.2069695,2017
LVA,2017,INC,N,FALSE,EU-SILC,2,2004-2021,.3557194,.2266865,2017
LVA,2018,INC,N,FALSE,EU-SILC,2,2004-2021,.3509615,.2191345,2017
LVA,2019,INC,N,FALSE,EU-SILC,2,2004-2021,.3448954,.2151866,2017
LVA,2020,INC,N,FALSE,EU-SILC,2,2004-2021,.3570477,.2403002,2017
LVA,2021,INC,N,FALSE,EU-SILC,2,2004-2021,.3425711,.2181238,2017
MAR,1984,CONS,N,FALSE,ECDM,0,1984-1998,.3918664,,2017
MAR,1990,CONS,N,FALSE,ENNVM,0,1984-1998,.392069,.2824272,2017
MAR,1998,CONS,N,FALSE,ENNVM,0,1984-1998,.3935391,.2829003,2017
MAR,2000,CONS,N,FALSE,ENCDM,1,2000-2013,.4063701,.317528,2017
MAR,2006,CONS,N,FALSE,ENNVM,1,2000-2013,.407183,.3275985,2017
MAR,2013,CONS,N,FALSE,ENCDM,1,2000-2013,.3954851,.297834,2017
MDA,1997,CONS,N,FALSE,HBS,0,1997-2004,.3694215,.2457819,2017
MDA,1998,CONS,N,FALSE,HBS,0,1997-2004,.3951855,.2924943,2017
MDA,1999,CONS,N,FALSE,HBS,0,1997-2004,.4262421,.3531928,2017
MDA,2000,CONS,N,FALSE,HBS,0,1997-2004,.3642569,.2418025,2017
MDA,2001,CONS,N,FALSE,HBS,0,1997-2004,.3798919,.2636516,2017
MDA,2002,CONS,N,FALSE,HBS,0,1997-2004,.3584591,.2256171,2017
MDA,2003,CONS,N,FALSE,HBS,0,1997-2004,.3490208,.221669,2017
MDA,2004,CONS,N,FALSE,HBS,0,1997-2004,.3502957,.2204766,2017
MDA,2005,CONS,N,FALSE,HBS,1,2005,.3628084,.2391746,2017
MDA,2006,CONS,N,FALSE,HBS,2,2006-2021,.3540093,.2229426,2017
MDA,2007,CONS,N,FALSE,HBS,2,2006-2021,.3442104,.2078194,2017
MDA,2008,CONS,N,FALSE,HBS,2,2006-2021,.3469244,.2194125,2017
MDA,2009,CONS,N,FALSE,HBS,2,2006-2021,.3291091,.1841909,2017
MDA,2010,CONS,N,FALSE,HBS,2,2006-2021,.3205092,.1836443,2017
MDA,2011,CONS,N,FALSE,HBS,2,2006-2021,.3062858,.1695341,2017
MDA,2012,CONS,N,FALSE,HBS,2,2006-2021,.2915884,.1463383,2017
MDA,2013,CONS,N,FALSE,HBS,2,2006-2021,.2853416,.1437148,2017
MDA,2014,CONS,N,FALSE,HBS,2,2006-2021,.2683385,.1223416,2017
MDA,2015,CONS,N,FALSE,HBS,2,2006-2021,.2702816,.1278891,2017
MDA,2016,CONS,N,FALSE,HBS,2,2006-2021,.2634539,.1362347,2017
MDA,2017,CONS,N,FALSE,HBS,2,2006-2021,.2589925,.1143385,2017
MDA,2018,CONS,N,FALSE,HBS,2,2006-2021,.2566165,.11564,2017
MDA,2019,CONS,N,FALSE,HBS,2,2006-2021,.2601665,.1151631,2017
MDA,2021,CONS,N,FALSE,HBS,2,2006-2021,.2573164,.1179812,2017
MDG,1980,CONS,N,FALSE,EB,0,1980,.4684885,,2017
MDG,1993,CONS,N,FALSE,EPM,1,1993,.452557,.5142085,2017
MDG,1997,CONS,N,FALSE,EPM,2,1997-1999,.3946835,.2890498,2017
MDG,1999,CONS,N,FALSE,EPM,2,1997-1999,.3860748,.2573362,2017
MDG,2001,CONS,N,FALSE,EPM,3,2001-2012,.4743543,.4129344,2017
MDG,2005,CONS,N,FALSE,EPM,3,2001-2012,.3993718,.3280572,2017
MDG,2010,CONS,N,FALSE,EPM,3,2001-2012,.4241749,.3733139,2017
MDG,2012,CONS,N,FALSE,ENSOMD,3,2001-2012,.4264818,.3383293,2017
MDV,2002,CONS,N,FALSE,HIES,0,2002,.4131203,.5391222,2017
MDV,2009,CONS,N,FALSE,HIES,1,2009,.3837276,.2801957,2017
MDV,2016,CONS,N,FALSE,HIES,2,2016,.3128565,.1752463,2017
MDV,2019,CONS,N,FALSE,HIES,3,2019,.2928509,.1429096,2017
MEX,1989,INC,N,FALSE,ENIGH,0,1984-2014,.501129,.5703483,2017
MEX,1992,INC,N,FALSE,ENIGH,0,1984-2014,.5231122,.5773973,2017
MEX,1994,INC,N,FALSE,ENIGH,0,1984-2014,.5342256,.584507,2017
MEX,1996,INC,N,FALSE,ENIGH,0,1984-2014,.51974,.5543284,2017
MEX,1998,INC,N,FALSE,ENIGH,0,1984-2014,.5328452,.59135,2017
MEX,2000,INC,N,FALSE,ENIGH,0,1984-2014,.5342036,.5774634,2017
MEX,2002,INC,N,FALSE,ENIGH,0,1984-2014,.5058339,.4947868,2017
MEX,2004,INC,N,FALSE,ENIGH,0,1984-2014,.503441,.5384045,2017
MEX,2005,INC,N,FALSE,ENIGH,0,1984-2014,.5094175,.5594193,2017
MEX,2006,INC,N,FALSE,ENIGH,0,1984-2014,.4971266,.4948748,2017
MEX,2008,INC,N,FALSE,ENIGH,0,1984-2014,.5084538,.5414807,2017
MEX,2010,INC,N,FALSE,ENIGH,0,1984-2014,.476588,.4457758,2017
MEX,2012,INC,N,FALSE,ENIGH,0,1984-2014,.4959764,.497312,2017
MEX,2014,INC,N,FALSE,ENIGH,0,1984-2014,.4891307,.4957955,2017
MEX,2016,INC,N,FALSE,ENIGHNS,1,2016-2022,.4691282,.4545703,2017
