xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdcxyzgender,xyzdcxyzagegroup,xyzdcxyzeducation,xyzdcxyzdistribution,xyzdpxyzsi_pov_share_all,xyzdcxyzpppyear
LBR,2016,FALSE,CONS,,,0-14,,T60,.541329,2011
LBR,2016,FALSE,CONS,,,15-64,,B40,.3467512,2011
LBR,2016,FALSE,CONS,,,15-64,,T60,.6532487,2011
LBR,2016,FALSE,CONS,,,>65,,B40,.4715543,2011
LBR,2016,FALSE,CONS,,,>65,,T60,.5284457,2011
LBR,2016,FALSE,CONS,,Female,,,B40,.3944846,2011
LBR,2016,FALSE,CONS,,Female,,,T60,.6055154,2011
LBR,2016,FALSE,CONS,,Male,,,B40,.4056997,2011
LBR,2016,FALSE,CONS,,Male,,,T60,.5943003,2011
LBR,2016,FALSE,CONS,R,,,,B40,.6270275,2011
LBR,2016,FALSE,CONS,R,,,,T60,.3729725,2011
LBR,2016,FALSE,CONS,U,,,,B40,.2037821,2011
LBR,2016,FALSE,CONS,U,,,,T60,.7962179,2011
LCA,2016,FALSE,INC,,,,No education,B40,.5262206,2011
LCA,2016,FALSE,INC,,,,No education,T60,.4737794,2011
LCA,2016,FALSE,INC,,,,Primary education,B40,.4745287,2011
LCA,2016,FALSE,INC,,,,Primary education,T60,.5254713,2011
LCA,2016,FALSE,INC,,,,Secondary education,B40,.3925361,2011
LCA,2016,FALSE,INC,,,,Secondary education,T60,.6074639,2011
LCA,2016,FALSE,INC,,,,Tertiary education,B40,.125825,2011
LCA,2016,FALSE,INC,,,,Tertiary education,T60,.874175,2011
LCA,2016,FALSE,INC,,,0-14,,B40,.5242623,2011
LCA,2016,FALSE,INC,,,0-14,,T60,.4757377,2011
LCA,2016,FALSE,INC,,,15-64,,B40,.3466185,2011
LCA,2016,FALSE,INC,,,15-64,,T60,.6533815,2011
LCA,2016,FALSE,INC,,,>65,,B40,.4578609,2011
LCA,2016,FALSE,INC,,,>65,,T60,.5421391,2011
LCA,2016,FALSE,INC,,Female,,,B40,.4221869,2011
LCA,2016,FALSE,INC,,Female,,,T60,.5778131,2011
LCA,2016,FALSE,INC,,Male,,,B40,.3738498,2011
LCA,2016,FALSE,INC,,Male,,,T60,.6261502,2011
LCA,2016,FALSE,INC,R,,,,B40,.4197887,2011
LCA,2016,FALSE,INC,R,,,,T60,.5802113,2011
LCA,2016,FALSE,INC,U,,,,B40,.3901229,2011
LCA,2016,FALSE,INC,U,,,,T60,.6098771,2011
LKA,2019,FALSE,CONS,,,,No education,B40,.6149133,2011
LKA,2019,FALSE,CONS,,,,No education,T60,.3850867,2011
LKA,2019,FALSE,CONS,,,,Primary education,B40,.5463101,2011
LKA,2019,FALSE,CONS,,,,Primary education,T60,.4536899,2011
LKA,2019,FALSE,CONS,,,,Secondary education,B40,.3174008,2011
LKA,2019,FALSE,CONS,,,,Secondary education,T60,.6825992,2011
LKA,2019,FALSE,CONS,,,,Tertiary education,B40,.0912763,2011
LKA,2019,FALSE,CONS,,,,Tertiary education,T60,.9087237,2011
LKA,2019,FALSE,CONS,,,0-14,,B40,.4433495,2011
LKA,2019,FALSE,CONS,,,0-14,,T60,.5566505,2011
LKA,2019,FALSE,CONS,,,15-64,,B40,.3489318,2011
LKA,2019,FALSE,CONS,,,15-64,,T60,.6510682,2011
LKA,2019,FALSE,CONS,,,>65,,B40,.3865167,2011
LKA,2019,FALSE,CONS,,,>65,,T60,.6134833,2011
LKA,2019,FALSE,CONS,,Female,,,B40,.3840759,2011
LKA,2019,FALSE,CONS,,Female,,,T60,.6159241,2011
LKA,2019,FALSE,CONS,,Male,,,B40,.3625954,2011
LKA,2019,FALSE,CONS,,Male,,,T60,.6374046,2011
LKA,2019,FALSE,CONS,R,,,,B40,.4051111,2011
LKA,2019,FALSE,CONS,R,,,,T60,.5948889,2011
LKA,2019,FALSE,CONS,U,,,,B40,.2173127,2011
LKA,2019,FALSE,CONS,U,,,,T60,.7826873,2011
MAR,2013,FALSE,CONS,,,,No education,B40,.4770874,2011
MAR,2013,FALSE,CONS,,,,No education,T60,.5229126,2011
MAR,2013,FALSE,CONS,,,,Primary education,B40,.4042676,2011
MAR,2013,FALSE,CONS,,,,Primary education,T60,.5957324,2011
MAR,2013,FALSE,CONS,,,,Secondary education,B40,.2674128,2011
MAR,2013,FALSE,CONS,,,,Secondary education,T60,.7325872,2011
MAR,2013,FALSE,CONS,,,,Tertiary education,B40,.1169105,2011
MAR,2013,FALSE,CONS,,,,Tertiary education,T60,.8830894,2011
MAR,2013,FALSE,CONS,,,0-14,,B40,.4796179,2011
MAR,2013,FALSE,CONS,,,0-14,,T60,.5203821,2011
MAR,2013,FALSE,CONS,,,15-64,,B40,.3740329,2011
MAR,2013,FALSE,CONS,,,15-64,,T60,.6259671,2011
MAR,2013,FALSE,CONS,,,>65,,B40,.3235988,2011
MAR,2013,FALSE,CONS,,,>65,,T60,.6764013,2011
MAR,2013,FALSE,CONS,,Female,,,B40,.3973058,2011
MAR,2013,FALSE,CONS,,Female,,,T60,.6026942,2011
MAR,2013,FALSE,CONS,,Male,,,B40,.4028162,2011
MAR,2013,FALSE,CONS,,Male,,,T60,.5971838,2011
MAR,2013,FALSE,CONS,R,,,,B40,.6020542,2011
MAR,2013,FALSE,CONS,R,,,,T60,.3979458,2011
MAR,2013,FALSE,CONS,U,,,,B40,.2651466,2011
MAR,2013,FALSE,CONS,U,,,,T60,.7348534,2011
MDA,2021,FALSE,CONS,,,,Primary education,B40,.6898717,2011
MDA,2021,FALSE,CONS,,,,Primary education,T60,.3101284,2011
MDA,2021,FALSE,CONS,,,,Secondary education,B40,.4763706,2011
MDA,2021,FALSE,CONS,,,,Secondary education,T60,.5236294,2011
MDA,2021,FALSE,CONS,,,,Tertiary education,B40,.2870537,2011
MDA,2021,FALSE,CONS,,,,Tertiary education,T60,.7129463,2011
MDA,2021,FALSE,CONS,,,0-14,,B40,.5170315,2011
MDA,2021,FALSE,CONS,,,0-14,,T60,.4829685,2011
MDA,2021,FALSE,CONS,,,15-64,,B40,.3640879,2011
MDA,2021,FALSE,CONS,,,15-64,,T60,.6359121,2011
MDA,2021,FALSE,CONS,,,>65,,B40,.4143717,2011
MDA,2021,FALSE,CONS,,,>65,,T60,.5856283,2011
MDA,2021,FALSE,CONS,,Female,,,B40,.383265,2011
MDA,2021,FALSE,CONS,,Female,,,T60,.616735,2011
MDA,2021,FALSE,CONS,,Male,,,B40,.4197192,2011
MDA,2021,FALSE,CONS,,Male,,,T60,.5802808,2011
MDA,2021,FALSE,CONS,R,,,,B40,.5158995,2011
MDA,2021,FALSE,CONS,R,,,,T60,.4841004,2011
MDG,2012,FALSE,CONS,,,,No education,B40,.5314864,2011
MDG,2012,FALSE,CONS,,,,No education,T60,.4685136,2011
MDG,2012,FALSE,CONS,,,,Primary education,B40,.3078729,2011
MDG,2012,FALSE,CONS,,,,Primary education,T60,.6921271,2011
MDG,2012,FALSE,CONS,,,,Secondary education,B40,.0878321,2011
MDG,2012,FALSE,CONS,,,,Secondary education,T60,.912168,2011
MDG,2012,FALSE,CONS,,,,Tertiary education,B40,.027129,2011
MDG,2012,FALSE,CONS,,,,Tertiary education,T60,.9728711,2011
MDG,2012,FALSE,CONS,,,0-14,,B40,.4813479,2011
MDG,2012,FALSE,CONS,,,0-14,,T60,.5186521,2011
MDG,2012,FALSE,CONS,,,15-64,,B40,.3299246,2011
MDG,2012,FALSE,CONS,,,15-64,,T60,.6700754,2011
MDG,2012,FALSE,CONS,,,>65,,B40,.3074197,2011
MDG,2012,FALSE,CONS,,,>65,,T60,.6925803,2011
MDG,2012,FALSE,CONS,,Female,,,B40,.4039179,2011
MDG,2012,FALSE,CONS,,Female,,,T60,.5960821,2011
MDG,2012,FALSE,CONS,,Male,,,B40,.3960026,2011
MDG,2012,FALSE,CONS,,Male,,,T60,.6039974,2011
MDG,2012,FALSE,CONS,R,,,,B40,.4584326,2011
MDG,2012,FALSE,CONS,R,,,,T60,.5415674,2011
MDG,2012,FALSE,CONS,U,,,,B40,.1135966,2011
MDG,2012,FALSE,CONS,U,,,,T60,.8864034,2011
MDV,2019,FALSE,CONS,,,,No education,B40,0,2011
MDV,2019,FALSE,CONS,,,,Primary education,B40,.4714828,2011
MDV,2019,FALSE,CONS,,,,Primary education,T60,.5285172,2011
MDV,2019,FALSE,CONS,,,,Secondary education,B40,.415998,2011
MDV,2019,FALSE,CONS,,,,Secondary education,T60,.584002,2011
MDV,2019,FALSE,CONS,,,,Tertiary education,B40,.1909445,2011
MDV,2019,FALSE,CONS,,,,Tertiary education,T60,.8090555,2011
MDV,2019,FALSE,CONS,,,0-14,,B40,.4632424,2011
MDV,2019,FALSE,CONS,,,0-14,,T60,.5367575,2011
MDV,2019,FALSE,CONS,,,15-64,,B40,.3701728,2011
MDV,2019,FALSE,CONS,,,15-64,,T60,.6298272,2011
MDV,2019,FALSE,CONS,,,>65,,B40,.4267838,2011
MDV,2019,FALSE,CONS,,,>65,,T60,.5732162,2011
MDV,2019,FALSE,CONS,,Female,,,B40,.4008933,2011
MDV,2019,FALSE,CONS,,Female,,,T60,.5991067,2011
MDV,2019,FALSE,CONS,,Male,,,B40,.3990077,2011
MDV,2019,FALSE,CONS,,Male,,,T60,.6009923,2011
MEX,2020,FALSE,INC,,,,No education,B40,.5590441,2011
MEX,2020,FALSE,INC,,,,No education,T60,.4409559,2011
MEX,2020,FALSE,INC,,,,Primary education,B40,.4552831,2011
MEX,2020,FALSE,INC,,,,Primary education,T60,.5447168,2011
MEX,2020,FALSE,INC,,,,Secondary education,B40,.3767644,2011
MEX,2020,FALSE,INC,,,,Secondary education,T60,.6232356,2011
MEX,2020,FALSE,INC,,,,Tertiary education,B40,.1473822,2011
MEX,2020,FALSE,INC,,,,Tertiary education,T60,.8526178,2011
MEX,2020,FALSE,INC,,,0-14,,B40,.5468362,2011
MEX,2020,FALSE,INC,,,0-14,,T60,.4531638,2011
MEX,2020,FALSE,INC,,,15-64,,B40,.3641969,2011
MEX,2020,FALSE,INC,,,15-64,,T60,.635803,2011
MEX,2020,FALSE,INC,,,>65,,B40,.2791021,2011
MEX,2020,FALSE,INC,,,>65,,T60,.7208979,2011
MEX,2020,FALSE,INC,,Female,,,B40,.4056395,2011
MEX,2020,FALSE,INC,,Female,,,T60,.5943605,2011
MEX,2020,FALSE,INC,,Male,,,B40,.393967,2011
MEX,2020,FALSE,INC,,Male,,,T60,.606033,2011
MEX,2020,FALSE,INC,R,,,,B40,.5640374,2011
MEX,2020,FALSE,INC,R,,,,T60,.4359626,2011
MEX,2020,FALSE,INC,U,,,,B40,.3515796,2011
MEX,2020,FALSE,INC,U,,,,T60,.6484204,2011
MHL,2019,FALSE,CONS,,,,No education,B40,.5121493,2011
MHL,2019,FALSE,CONS,,,,Primary education,B40,.5309174,2011
MHL,2019,FALSE,CONS,,,,Primary education,T60,.4690826,2011
MHL,2019,FALSE,CONS,,,,Secondary education,B40,.3131447,2011
MHL,2019,FALSE,CONS,,,,Secondary education,T60,.6868553,2011
MHL,2019,FALSE,CONS,,,,Tertiary education,T60,.955279,2011
MHL,2019,FALSE,CONS,,,0-14,,B40,.5210532,2011
MHL,2019,FALSE,CONS,,,0-14,,T60,.4789468,2011
MHL,2019,FALSE,CONS,,,15-64,,B40,.3543797,2011
MHL,2019,FALSE,CONS,,,15-64,,T60,.6456203,2011
MHL,2019,FALSE,CONS,,,>65,,B40,.3125224,2011
MHL,2019,FALSE,CONS,,,>65,,T60,.6874776,2011
MHL,2019,FALSE,CONS,R,,,,B40,.6630031,2011
MHL,2019,FALSE,CONS,R,,,,T60,.3369969,2011
MHL,2019,FALSE,CONS,U,,,,B40,.3121736,2011
MHL,2019,FALSE,CONS,U,,,,T60,.6878264,2011
MKD,2019,FALSE,INC,,,,No education,B40,.570821,2011
MKD,2019,FALSE,INC,,,,No education,T60,.429179,2011
MKD,2019,FALSE,INC,,,,Primary education,B40,.515469,2011
MKD,2019,FALSE,INC,,,,Primary education,T60,.484531,2011
MKD,2019,FALSE,INC,,,,Secondary education,B40,.3952795,2011
MKD,2019,FALSE,INC,,,,Secondary education,T60,.6047205,2011
MKD,2019,FALSE,INC,,,,Tertiary education,B40,.1427097,2011
MKD,2019,FALSE,INC,,,,Tertiary education,T60,.8572903,2011
MKD,2019,FALSE,INC,,,0-14,,B40,.5915678,2011
MKD,2019,FALSE,INC,,,0-14,,T60,.4084322,2011
MKD,2019,FALSE,INC,,,15-64,,B40,.3911095,2011
MKD,2019,FALSE,INC,,,15-64,,T60,.6088905,2011
MKD,2019,FALSE,INC,,,>65,,B40,.2538603,2011
MKD,2019,FALSE,INC,,,>65,,T60,.7461398,2011
MKD,2019,FALSE,INC,,Female,,,B40,.3956338,2011
MKD,2019,FALSE,INC,,Female,,,T60,.6043662,2011
MKD,2019,FALSE,INC,,Male,,,B40,.4043182,2011
MKD,2019,FALSE,INC,,Male,,,T60,.5956818,2011
MKD,2019,FALSE,INC,R,,,,B40,.5059702,2011
MKD,2019,FALSE,INC,R,,,,T60,.4940298,2011
MKD,2019,FALSE,INC,U,,,,B40,.3058145,2011
MKD,2019,FALSE,INC,U,,,,T60,.6941854,2011
MLI,2018,FALSE,CONS,,,,No education,B40,.4465857,2011
MLI,2018,FALSE,CONS,,,,No education,T60,.5534142,2011
MLI,2018,FALSE,CONS,,,,Primary education,B40,.2823958,2011
MLI,2018,FALSE,CONS,,,,Primary education,T60,.7176042,2011
MLI,2018,FALSE,CONS,,,,Secondary education,B40,.1155968,2011
MLI,2018,FALSE,CONS,,,,Secondary education,T60,.8844032,2011
MLI,2018,FALSE,CONS,,,,Tertiary education,T60,.9817287,2011
MLI,2018,FALSE,CONS,,,0-14,,B40,.4451693,2011
MLI,2018,FALSE,CONS,,,0-14,,T60,.5548307,2011
MLI,2018,FALSE,CONS,,,15-64,,B40,.3372991,2011
MLI,2018,FALSE,CONS,,,15-64,,T60,.6627009,2011
MLI,2018,FALSE,CONS,,,>65,,B40,.3995371,2011
MLI,2018,FALSE,CONS,,,>65,,T60,.6004629,2011
MLI,2018,FALSE,CONS,,Female,,,B40,.394718,2011
MLI,2018,FALSE,CONS,,Female,,,T60,.605282,2011
MLI,2018,FALSE,CONS,,Male,,,B40,.4054557,2011
MLI,2018,FALSE,CONS,,Male,,,T60,.5945443,2011
MLI,2018,FALSE,CONS,R,,,,B40,.497429,2011
MLI,2018,FALSE,CONS,R,,,,T60,.502571,2011
MLI,2018,FALSE,CONS,U,,,,B40,.1226261,2011
MLI,2018,FALSE,CONS,U,,,,T60,.8773739,2011
MMR,2017,FALSE,CONS,,,,No education,B40,.5542011,2011
MMR,2017,FALSE,CONS,,,,No education,T60,.445799,2011
MMR,2017,FALSE,CONS,,,,Primary education,B40,.4047897,2011
MMR,2017,FALSE,CONS,,,,Primary education,T60,.5952103,2011
MMR,2017,FALSE,CONS,,,,Secondary education,B40,.2593847,2011
MMR,2017,FALSE,CONS,,,,Secondary education,T60,.7406152,2011
MMR,2017,FALSE,CONS,,,,Tertiary education,B40,.0871438,2011
MMR,2017,FALSE,CONS,,,,Tertiary education,T60,.9128562,2011
MMR,2017,FALSE,CONS,,,0-14,,B40,.5051453,2011
MMR,2017,FALSE,CONS,,,0-14,,T60,.4948547,2011
MMR,2017,FALSE,CONS,,,15-64,,B40,.364593,2011
MMR,2017,FALSE,CONS,,,15-64,,T60,.635407,2011
MMR,2017,FALSE,CONS,,,>65,,B40,.3390364,2011
MMR,2017,FALSE,CONS,,,>65,,T60,.6609635,2011
MMR,2017,FALSE,CONS,,Female,,,B40,.3982676,2011
MMR,2017,FALSE,CONS,,Female,,,T60,.6017324,2011
MMR,2017,FALSE,CONS,,Male,,,B40,.40193,2011
MMR,2017,FALSE,CONS,,Male,,,T60,.59807,2011
MMR,2017,FALSE,CONS,R,,,,B40,.4727443,2011
MMR,2017,FALSE,CONS,R,,,,T60,.5272557,2011
MMR,2017,FALSE,CONS,U,,,,B40,.2177564,2011
MMR,2017,FALSE,CONS,U,,,,T60,.7822435,2011
MNE,2018,FALSE,INC,,,0-14,,B40,.5654691,2011
MNE,2018,FALSE,INC,,,0-14,,T60,.4345309,2011
MNE,2018,FALSE,INC,,,15-64,,B40,.3906555,2011
MNE,2018,FALSE,INC,,,15-64,,T60,.6093445,2011
MNE,2018,FALSE,INC,,,>65,,B40,.2328047,2011
MNE,2018,FALSE,INC,,,>65,,T60,.7671953,2011
MNE,2018,FALSE,INC,,Female,,,B40,.3948225,2011
MNE,2018,FALSE,INC,,Female,,,T60,.6051775,2011
MNE,2018,FALSE,INC,,Male,,,B40,.4052101,2011
MNE,2018,FALSE,INC,,Male,,,T60,.5947899,2011
MNG,2018,FALSE,CONS,,,,No education,B40,.5813316,2011
MNG,2018,FALSE,CONS,,,,No education,T60,.4186684,2011
MNG,2018,FALSE,CONS,,,,Primary education,B40,.4730704,2011
MNG,2018,FALSE,CONS,,,,Primary education,T60,.5269297,2011
MNG,2018,FALSE,CONS,,,,Secondary education,B40,.403324,2011
MNG,2018,FALSE,CONS,,,,Secondary education,T60,.596676,2011
MNG,2018,FALSE,CONS,,,,Tertiary education,B40,.1814146,2011
MNG,2018,FALSE,CONS,,,,Tertiary education,T60,.8185854,2011
MNG,2018,FALSE,CONS,,,0-14,,B40,.4989904,2011
MNG,2018,FALSE,CONS,,,0-14,,T60,.5010096,2011
MNG,2018,FALSE,CONS,,,15-64,,B40,.3635826,2011
MNG,2018,FALSE,CONS,,,15-64,,T60,.6364174,2011
MNG,2018,FALSE,CONS,,,>65,,B40,.2184561,2011
MNG,2018,FALSE,CONS,,,>65,,T60,.7815439,2011
MNG,2018,FALSE,CONS,,Female,,,B40,.4005683,2011
MNG,2018,FALSE,CONS,,Female,,,T60,.5994317,2011
MNG,2018,FALSE,CONS,,Male,,,B40,.3993912,2011
MNG,2018,FALSE,CONS,,Male,,,T60,.6006088,2011
MNG,2018,FALSE,CONS,R,,,,B40,.444901,2011
MNG,2018,FALSE,CONS,R,,,,T60,.555099,2011
MNG,2018,FALSE,CONS,U,,,,B40,.3771827,2011
MNG,2018,FALSE,CONS,U,,,,T60,.6228173,2011
MOZ,2014,FALSE,CONS,,,,No education,B40,.4508219,2011
MOZ,2014,FALSE,CONS,,,,No education,T60,.5491781,2011
MOZ,2014,FALSE,CONS,,,,Primary education,B40,.3627853,2011
MOZ,2014,FALSE,CONS,,,,Primary education,T60,.6372147,2011
MOZ,2014,FALSE,CONS,,,,Secondary education,B40,.1707448,2011
MOZ,2014,FALSE,CONS,,,,Secondary education,T60,.8292552,2011
MOZ,2014,FALSE,CONS,,,,Tertiary education,B40,.0372216,2011
MOZ,2014,FALSE,CONS,,,,Tertiary education,T60,.9627784,2011
MOZ,2014,FALSE,CONS,,,0-14,,B40,.4565061,2011
MOZ,2014,FALSE,CONS,,,0-14,,T60,.5434939,2011
MOZ,2014,FALSE,CONS,,,15-64,,B40,.3471836,2011
MOZ,2014,FALSE,CONS,,,15-64,,T60,.6528164,2011
MOZ,2014,FALSE,CONS,,,>65,,B40,.335637,2011
MOZ,2014,FALSE,CONS,,,>65,,T60,.664363,2011
MOZ,2014,FALSE,CONS,,Female,,,B40,.3974102,2011
MOZ,2014,FALSE,CONS,,Female,,,T60,.6025898,2011
MOZ,2014,FALSE,CONS,,Male,,,B40,.4027525,2011
MOZ,2014,FALSE,CONS,,Male,,,T60,.5972474,2011
MOZ,2014,FALSE,CONS,R,,,,B40,.4665201,2011
MOZ,2014,FALSE,CONS,R,,,,T60,.5334799,2011
MOZ,2014,FALSE,CONS,U,,,,B40,.2566522,2011
MOZ,2014,FALSE,CONS,U,,,,T60,.7433478,2011
MRT,2014,FALSE,CONS,,,,No education,B40,.4120218,2011
MRT,2014,FALSE,CONS,,,,No education,T60,.5879782,2011
MRT,2014,FALSE,CONS,,,,Primary education,B40,.3133138,2011
MRT,2014,FALSE,CONS,,,,Primary education,T60,.6866862,2011
MRT,2014,FALSE,CONS,,,,Secondary education,B40,.2060426,2011
MRT,2014,FALSE,CONS,,,,Secondary education,T60,.7939574,2011
MRT,2014,FALSE,CONS,,,,Tertiary education,B40,.0792646,2011
MRT,2014,FALSE,CONS,,,,Tertiary education,T60,.9207354,2011
MRT,2014,FALSE,CONS,,,0-14,,B40,.4621218,2011
MRT,2014,FALSE,CONS,,,0-14,,T60,.5378782,2011
MRT,2014,FALSE,CONS,,,15-64,,B40,.3493933,2011
MRT,2014,FALSE,CONS,,,15-64,,T60,.6506068,2011
MRT,2014,FALSE,CONS,,,>65,,B40,.3448295,2011
MRT,2014,FALSE,CONS,,,>65,,T60,.6551705,2011
MRT,2014,FALSE,CONS,,Female,,,B40,.4009601,2011
MRT,2014,FALSE,CONS,,Female,,,T60,.5990399,2011
MRT,2014,FALSE,CONS,,Male,,,B40,.3989166,2011
MRT,2014,FALSE,CONS,,Male,,,T60,.6010834,2011
MRT,2014,FALSE,CONS,R,,,,B40,.5564901,2011
MRT,2014,FALSE,CONS,R,,,,T60,.4435099,2011
MRT,2014,FALSE,CONS,U,,,,B40,.2306385,2011
MRT,2014,FALSE,CONS,U,,,,T60,.7693615,2011
MWI,2019,FALSE,CONS,,,,No education,B40,0,2011
MWI,2019,FALSE,CONS,,,,Primary education,B40,.3991998,2011
MWI,2019,FALSE,CONS,,,,Primary education,T60,.6008002,2011
MWI,2019,FALSE,CONS,,,,Secondary education,B40,.1847503,2011
MWI,2019,FALSE,CONS,,,,Secondary education,T60,.8152497,2011
MWI,2019,FALSE,CONS,,,,Tertiary education,T60,.9798954,2011
MWI,2019,FALSE,CONS,,,0-14,,B40,.4577061,2011
MWI,2019,FALSE,CONS,,,0-14,,T60,.5422939,2011
MWI,2019,FALSE,CONS,,,15-64,,B40,.3556134,2011
MWI,2019,FALSE,CONS,,,15-64,,T60,.6443865,2011
MWI,2019,FALSE,CONS,,,>65,,B40,.3332258,2011
MWI,2019,FALSE,CONS,,,>65,,T60,.6667742,2011
MWI,2019,FALSE,CONS,,Female,,,B40,.4053356,2011
MWI,2019,FALSE,CONS,,Female,,,T60,.5946644,2011
MWI,2019,FALSE,CONS,,Male,,,B40,.3941555,2011
MWI,2019,FALSE,CONS,,Male,,,T60,.6058446,2011
MWI,2019,FALSE,CONS,R,,,,B40,.455244,2011
MWI,2019,FALSE,CONS,R,,,,T60,.544756,2011
MWI,2019,FALSE,CONS,U,,,,B40,.1008847,2011
MWI,2019,FALSE,CONS,U,,,,T60,.8991153,2011
MYS,2018,FALSE,INC,,,,No education,B40,.5786318,2011
MYS,2018,FALSE,INC,,,,No education,T60,.4213683,2011
MYS,2018,FALSE,INC,,,,Primary education,B40,.483599,2011
MYS,2018,FALSE,INC,,,,Primary education,T60,.5164011,2011
MYS,2018,FALSE,INC,,,,Secondary education,B40,.4100459,2011
MYS,2018,FALSE,INC,,,,Secondary education,T60,.5899541,2011
MYS,2018,FALSE,INC,,,,Tertiary education,B40,.1416701,2011
MYS,2018,FALSE,INC,,,,Tertiary education,T60,.8583299,2011
MYS,2018,FALSE,INC,,,0-14,,B40,.5301479,2011
MYS,2018,FALSE,INC,,,0-14,,T60,.4698521,2011
MYS,2018,FALSE,INC,,,15-64,,B40,.364127,2011
MYS,2018,FALSE,INC,,,15-64,,T60,.635873,2011
MYS,2018,FALSE,INC,,,>65,,B40,.3208151,2011
MYS,2018,FALSE,INC,,,>65,,T60,.6791849,2011
MYS,2018,FALSE,INC,,Female,,,B40,.4032654,2011
MYS,2018,FALSE,INC,,Female,,,T60,.5967345,2011
MYS,2018,FALSE,INC,,Male,,,B40,.3967579,2011
MYS,2018,FALSE,INC,,Male,,,T60,.6032421,2011
MYS,2018,FALSE,INC,R,,,,B40,.6336378,2011
MYS,2018,FALSE,INC,R,,,,T60,.3663622,2011
MYS,2018,FALSE,INC,U,,,,B40,.3371759,2011
MYS,2018,FALSE,INC,U,,,,T60,.6628241,2011
NAM,2015,FALSE,CONS,,,,No education,B40,.5780041,2011
NAM,2015,FALSE,CONS,,,,No education,T60,.421996,2011
NAM,2015,FALSE,CONS,,,,Primary education,B40,.4952729,2011
NAM,2015,FALSE,CONS,,,,Primary education,T60,.5047271,2011
NAM,2015,FALSE,CONS,,,,Secondary education,B40,.2858229,2011
NAM,2015,FALSE,CONS,,,,Secondary education,T60,.7141771,2011
NAM,2015,FALSE,CONS,,,,Tertiary education,B40,.0379426,2011
NAM,2015,FALSE,CONS,,,,Tertiary education,T60,.9620574,2011
NAM,2015,FALSE,CONS,,,0-14,,B40,.4868074,2011
NAM,2015,FALSE,CONS,,,0-14,,T60,.5131925,2011
NAM,2015,FALSE,CONS,,,15-64,,B40,.3421025,2011
NAM,2015,FALSE,CONS,,,15-64,,T60,.6578975,2011
NAM,2015,FALSE,CONS,,,>65,,B40,.4406688,2011
NAM,2015,FALSE,CONS,,,>65,,T60,.5593312,2011
NAM,2015,FALSE,CONS,,Female,,,B40,.4088482,2011
NAM,2015,FALSE,CONS,,Female,,,T60,.5911518,2011
NAM,2015,FALSE,CONS,,Male,,,B40,.3906303,2011
NAM,2015,FALSE,CONS,,Male,,,T60,.6093697,2011
NAM,2015,FALSE,CONS,R,,,,B40,.5384433,2011
NAM,2015,FALSE,CONS,R,,,,T60,.4615568,2011
NAM,2015,FALSE,CONS,U,,,,B40,.2427652,2011
NAM,2015,FALSE,CONS,U,,,,T60,.7572348,2011
NGA,2018,FALSE,CONS,,,,No education,B40,.5836416,2011
NGA,2018,FALSE,CONS,,,,No education,T60,.4163583,2011
NGA,2018,FALSE,CONS,,,,Primary education,B40,.3664229,2011
NGA,2018,FALSE,CONS,,,,Primary education,T60,.6335772,2011
NGA,2018,FALSE,CONS,,,,Secondary education,B40,.246387,2011
NGA,2018,FALSE,CONS,,,,Secondary education,T60,.7536131,2011
NGA,2018,FALSE,CONS,,,,Tertiary education,B40,.0994927,2011
NGA,2018,FALSE,CONS,,,,Tertiary education,T60,.9005073,2011
NGA,2018,FALSE,CONS,,,0-14,,B40,.4823468,2011
NGA,2018,FALSE,CONS,,,0-14,,T60,.5176532,2011
NGA,2018,FALSE,CONS,,,15-64,,B40,.3452886,2011
NGA,2018,FALSE,CONS,,,15-64,,T60,.6547114,2011
NGA,2018,FALSE,CONS,,,>65,,B40,.2717324,2011
NGA,2018,FALSE,CONS,,,>65,,T60,.7282676,2011
NGA,2018,FALSE,CONS,,Female,,,B40,.4015099,2011
NGA,2018,FALSE,CONS,,Female,,,T60,.5984901,2011
NGA,2018,FALSE,CONS,,Male,,,B40,.3984221,2011
NGA,2018,FALSE,CONS,,Male,,,T60,.6015779,2011
NGA,2018,FALSE,CONS,R,,,,B40,.5199837,2011
NGA,2018,FALSE,CONS,R,,,,T60,.4800163,2011
NGA,2018,FALSE,CONS,U,,,,B40,.1796375,2011
NGA,2018,FALSE,CONS,U,,,,T60,.8203626,2011
NIC,2014,FALSE,INC,,,,No education,B40,.5602454,2011
NIC,2014,FALSE,INC,,,,No education,T60,.4397546,2011
NIC,2014,FALSE,INC,,,,Primary education,B40,.4468738,2011
NIC,2014,FALSE,INC,,,,Primary education,T60,.5531262,2011
NIC,2014,FALSE,INC,,,,Secondary education,B40,.3015592,2011
NIC,2014,FALSE,INC,,,,Secondary education,T60,.6984408,2011
NIC,2014,FALSE,INC,,,,Tertiary education,B40,.1061399,2011
NIC,2014,FALSE,INC,,,,Tertiary education,T60,.8938602,2011
NIC,2014,FALSE,INC,,,0-14,,B40,.4875469,2011
NIC,2014,FALSE,INC,,,0-14,,T60,.5124531,2011
NIC,2014,FALSE,INC,,,15-64,,B40,.3591209,2011
NIC,2014,FALSE,INC,,,15-64,,T60,.6408791,2011
